portrait,time,thread_id,timestamp,A,G,F,Emotion,weight
tb.1.a801276a.3tJJJtg0RFC9xa0l3iQWIg,10/5/2019 00:44:00,6111136739.0,1557420240.0,1,0.6299605249474366,0.060380095718921285,0,0.024152038287568515
tb.1.a801276a.3tJJJtg0RFC9xa0l3iQWIg,7/12/2018 00:37:00,5968444001.0,1544114220.0,1,0.5297315471796477,0.05032921570426351,0,0.020131686281705405
tb.1.b3bb9739.eFMMqXbNWeGDsS_ZMX6ZeA,22/11/2019 17:12:00,6344280236.0,1574413920.0,1,1.0,0.09748735199621246,0.0,0.038994940798484985
tb.1.70d2794d.mzKHNjhI9PcHLgNnX3dBUQ,25/5/2020 15:51:00,6009520616.0,1590393060.0,4,1.0,0.39832490133080833,0.25,0.3093299605323233
tb.1.70d2794d.mzKHNjhI9PcHLgNnX3dBUQ,24/5/2020 09:49:00,5980529426.0,1590284940.0,1,1.0,0.09748735199621246,0.25,0.18899494079848497
tb.1.70d2794d.mzKHNjhI9PcHLgNnX3dBUQ,23/5/2020 22:35:00,6698585781.0,1590244500.0,1,1.0,0.09748735199621246,0.25,0.18899494079848497
tb.1.70d2794d.mzKHNjhI9PcHLgNnX3dBUQ,17/4/2020 21:55:00,5217411608.0,1587131700.0,1,1.0,0.09748735199621246,1.0,0.638994940798485
tb.1.70d2794d.mzKHNjhI9PcHLgNnX3dBUQ,14/3/2020 19:56:00,6490052010.0,1584186960.0,1,0.9438743126816935,0.09185911392035942,0.25,0.18674364556814377
tb.1.70d2794d.mzKHNjhI9PcHLgNnX3dBUQ,9/3/2010 23:46:00,726624269.0,1268149560.0,1,0.027840584941885595,0.0,0.25,0.15
tb.1.60e44bbc.jttfBUQteUCApLDgJqy3LA,7/10/2020 18:27:00,7001735483.0,1602066420.0,1,1.0,0.09748735199621246,0,0.038994940798484985
tb.1.60e44bbc.jttfBUQteUCApLDgJqy3LA,7/10/2020 18:26:00,7003025115.0,1602066360.0,1,1.0,0.09748735199621246,0,0.038994940798484985
tb.1.60e44bbc.jttfBUQteUCApLDgJqy3LA,20/9/2020 07:28:00,6968496288.0,1600558080.0,1,1.0,0.09748735199621246,0,0.038994940798484985
tb.1.60e44bbc.jttfBUQteUCApLDgJqy3LA,14/9/2020 08:01:00,6946560407.0,1600041660.0,1,1.0,0.09748735199621246,0,0.038994940798484985
tb.1.60e44bbc.jttfBUQteUCApLDgJqy3LA,20/8/2020 07:24:00,6877124897.0,1597879440.0,1,1.0,0.09748735199621246,0,0.038994940798484985
tb.1.60e44bbc.jttfBUQteUCApLDgJqy3LA,20/8/2020 07:22:00,6893318872.0,1597879320.0,1,1.0,0.09748735199621246,0,0.038994940798484985
tb.1.60e44bbc.jttfBUQteUCApLDgJqy3LA,20/8/2020 07:19:00,6893316338.0,1597879140.0,1,1.0,0.09748735199621246,0,0.038994940798484985
tb.1.60e44bbc.jttfBUQteUCApLDgJqy3LA,19/7/2020 22:18:00,6824048669.0,1595168280.0,1,0.9438743126816935,0.09185911392035942,0,0.03674364556814377
tb.1.60e44bbc.jttfBUQteUCApLDgJqy3LA,28/3/2020 08:00:00,6472868812.0,1585353600.0,1,0.8408964152537145,0.08153257448773855,0,0.03261302979509542
tb.1.380959ee.FFxCEcVfQ90_4o1eLnObvA,3/5/2020 21:15:00,6657499718.0,1588511700.0,1,1.0,0.09748735199621246,0.25,0.18899494079848497
tb.1.ab0d8296.ksGorAmCXWDqIcST_yYaJw,29/9/2020 11:58:00,6984976423.0,1601351880.0,2,1.0,0.1977665351077444,0.25,0.22910661404309776
tb.1.ab0d8296.ksGorAmCXWDqIcST_yYaJw,1/2/2020 00:02:00,6463351696.0,1580486520.0,4,0.7937005259840997,0.31557473040819556,0.25,0.2762298921632782
tb.1.927f4b6d.L_oJlV73k1l0nHwnpH5UuA,21/8/2018 23:23:00,5832878697.0,1534864980.0,1,1.0,0.09748735199621246,0,0.038994940798484985
tb.1.3bab6747.vMDt-XVf7S2WZXfJK1Me7A,19/2/2017 18:17:00,4984182301.0,1487499420.0,3,1.0,0.2980457182192764,0,0.11921828728771056
tb.1.e8d4c435.AaCDNHw28X1Am8OLOb8MOQ,15/5/2019 22:33:00,6120260744.0,1557930780.0,1,1.0,0.09748735199621246,0.25,0.18899494079848497
tb.1.4198b2e6.6Otjgj8D-uD7EezolDVnPg,9/5/2018 22:44:00,5690848705.0,1525877040.0,2,1.0,0.1977665351077444,0.25,0.22910661404309776
