portrait,time,thread_id,timestamp,A,G,F,Emotion,weight
tb.1.b3bb9739.eFMMqXbNWeGDsS_ZMX6ZeA,22/11/2019 17:12:00,6344280236.0,1574413920.0,1,1.0,0.09999994777187224,0.0,0.0399999791087489
tb.1.70d2794d.mzKHNjhI9PcHLgNnX3dBUQ,25/5/2020 15:51:00,6009520616.0,1590393060.0,4,1.0,0.39999996518124814,0.25,0.30999998607249923
tb.1.70d2794d.mzKHNjhI9PcHLgNnX3dBUQ,24/5/2020 09:49:00,5980529426.0,1590284940.0,1,1.0,0.09999994777187224,0.25,0.18999997910874888
tb.1.70d2794d.mzKHNjhI9PcHLgNnX3dBUQ,23/5/2020 22:35:00,6698585781.0,1590244500.0,1,1.0,0.09999994777187224,0.25,0.18999997910874888
tb.1.70d2794d.mzKHNjhI9PcHLgNnX3dBUQ,17/4/2020 21:55:00,5217411608.0,1587131700.0,1,0.8705505632961241,0.08705500335027336,1.0,0.6348220013401094
tb.1.70d2794d.mzKHNjhI9PcHLgNnX3dBUQ,14/3/2020 19:56:00,6490052010.0,1584186960.0,1,0.7666641723348003,0.07666636365127523,0.25,0.1806665454605101
tb.1.70d2794d.mzKHNjhI9PcHLgNnX3dBUQ,9/3/2010 23:46:00,726624269.0,1268149560.0,1,5.803124969819037e-07,0.0,0.25,0.15
tb.1.60e44bbc.jttfBUQteUCApLDgJqy3LA,7/10/2020 18:27:00,7001735483.0,1602066420.0,1,1.0,0.09999994777187224,0,0.0399999791087489
tb.1.60e44bbc.jttfBUQteUCApLDgJqy3LA,7/10/2020 18:26:00,7003025115.0,1602066360.0,1,1.0,0.09999994777187224,0,0.0399999791087489
tb.1.60e44bbc.jttfBUQteUCApLDgJqy3LA,20/9/2020 07:28:00,6968496288.0,1600558080.0,1,0.9438743126816935,0.0943873787143372,0,0.03775495148573488
tb.1.60e44bbc.jttfBUQteUCApLDgJqy3LA,14/9/2020 08:01:00,6946560407.0,1600041660.0,1,0.9223161935859392,0.0922315666796573,0,0.036892626671862924
tb.1.60e44bbc.jttfBUQteUCApLDgJqy3LA,20/8/2020 07:24:00,6877124897.0,1597879440.0,1,0.8312378961427878,0.08312373640680339,0,0.03324949456272135
tb.1.60e44bbc.jttfBUQteUCApLDgJqy3LA,20/8/2020 07:22:00,6893318872.0,1597879320.0,1,0.8312378961427878,0.08312373640680339,0,0.03324949456272135
tb.1.60e44bbc.jttfBUQteUCApLDgJqy3LA,20/8/2020 07:19:00,6893316338.0,1597879140.0,1,0.8312378961427878,0.08312373640680339,0,0.03324949456272135
tb.1.60e44bbc.jttfBUQteUCApLDgJqy3LA,19/7/2020 22:18:00,6824048669.0,1595168280.0,1,0.7405487761432822,0.0740548238805725,0,0.029621929552229
tb.1.60e44bbc.jttfBUQteUCApLDgJqy3LA,28/3/2020 08:00:00,6472868812.0,1585353600.0,1,0.4774208019552083,0.0477420249348005,0,0.0190968099739202
tb.1.380959ee.FFxCEcVfQ90_4o1eLnObvA,3/5/2020 21:15:00,6657499718.0,1588511700.0,1,1.0,0.09999994777187224,0.25,0.18999997910874888
tb.1.ab0d8296.ksGorAmCXWDqIcST_yYaJw,29/9/2020 11:58:00,6984976423.0,1601351880.0,2,1.0,0.19999995357499756,0.25,0.22999998142999903
tb.1.ab0d8296.ksGorAmCXWDqIcST_yYaJw,1/2/2020 00:02:00,6463351696.0,1580486520.0,4,0.3968502629920499,0.15874005637745411,0.25,0.21349602255098166
tb.1.927f4b6d.L_oJlV73k1l0nHwnpH5UuA,21/8/2018 23:23:00,5832878697.0,1534864980.0,1,1.0,0.09999994777187224,0,0.0399999791087489
tb.1.3bab6747.vMDt-XVf7S2WZXfJK1Me7A,19/2/2017 18:17:00,4984182301.0,1487499420.0,3,1.0,0.29999995937812285,0,0.11999998375124915
tb.1.e8d4c435.AaCDNHw28X1Am8OLOb8MOQ,15/5/2019 22:33:00,6120260744.0,1557930780.0,1,1.0,0.09999994777187224,0.25,0.18999997910874888
tb.1.4198b2e6.6Otjgj8D-uD7EezolDVnPg,9/5/2018 22:44:00,5690848705.0,1525877040.0,2,1.0,0.19999995357499756,0.25,0.22999998142999903
tb.1.4198b2e6.6Otjgj8D-uD7EezolDVnPg,3/8/2017 17:55:00,5255368319.0,1501754100.0,8,0.3415100641885989,0.2732080091742316,0.25,0.25928320366969265
tb.1.66d3b318.GovcPn82Y_xlxlX3vBeoWw,12/8/2019 14:38:00,5724617060.0,1565591880.0,3,1.0,0.29999995937812285,0,0.11999998375124915
tb.1.66d3b318.GovcPn82Y_xlxlX3vBeoWw,31/3/2019 03:03:00,5572562892.0,1553972580.0,1,0.6015125180410583,0.060151197263505284,0,0.024060478905402114
tb.1.3a620113.by3VIsCLK7N66a3yqAGmNw,15/8/2019 09:05:00,6221116338.0,1565831100.0,4,1.0,0.39999996518124814,0.25,0.30999998607249923
tb.1.6efadc70.aUChf0FeJIYYAGC9ouyNrA,28/5/2020 19:44:00,6701363931.0,1590666240.0,4,1.0,0.39999996518124814,0.25,0.30999998607249923
tb.1.cfb57f21.Ty3OI4DLH8p8hE18zLTYog,2/4/2020 21:53:00,6401493627.0,1585835580.0,1,1.0,0.09999994777187224,0.25,0.18999997910874888
tb.1.e28421bc.sWQbYEWwYmCxYBd6-xCWyg,3/11/2020 12:59:00,7030801179.0,1604379540.0,1,1.0,0.09999994777187224,0,0.0399999791087489
tb.1.3c9ca79e.gjcK4Gr5CzfUpcA4Oxe58A,10/9/2020 15:34:00,6939062473.0,1599723240.0,1,1.0,0.09999994777187224,0,0.0399999791087489
tb.1.ea434e8a.xm1C-DW7WTmIGd8tNrPg4Q,22/8/2020 17:36:00,6870589575.0,1598088960.0,1,1.0,0.09999994777187224,0.0,0.0399999791087489
tb.1.ea434e8a.xm1C-DW7WTmIGd8tNrPg4Q,22/8/2020 17:32:00,6897702218.0,1598088720.0,1,1.0,0.09999994777187224,0.25,0.18999997910874888
tb.1.459c2ae7.PJCxr6cLOLiTXRZjdM8aGA,30/11/2019 19:19:00,6365010969.0,1575112740.0,3,1.0,0.29999995937812285,0,0.11999998375124915
tb.1.e36f3e6f.In9alE9edag7mbWizHfR6g,18/10/2020 20:45:00,7013739837.0,1603025100.0,1,1.0,0.09999994777187224,0.25,0.18999997910874888
tb.1.29d79c93.OHYjp_TnUx-ITheVHcYt8Q,27/10/2020 22:06:00,7032304179.0,1603807560.0,1,1.0,0.09999994777187224,0.25,0.18999997910874888
tb.1.29d79c93.OHYjp_TnUx-ITheVHcYt8Q,27/10/2020 22:05:00,7040521078.0,1603807500.0,1,1.0,0.09999994777187224,0.25,0.18999997910874888
tb.1.29d79c93.OHYjp_TnUx-ITheVHcYt8Q,27/10/2020 22:04:00,7034707975.0,1603807440.0,1,1.0,0.09999994777187224,0.25,0.18999997910874888
tb.1.4248a8e1.P_LDc8OAj7H2W1YElGb1-A,5/6/2020 22:31:00,5704076807.0,1591367460.0,1,1.0,0.09999994777187224,0.25,0.18999997910874888
tb.1.b2e686fc.erowEPjXiIWguEG7jd-75Q,27/12/2018 11:24:00,5988932616.0,1545881040.0,8,1.0,0.7999999883937494,0,0.3199999953574998
tb.1.932d6782.5dTrGBddrlE-Mqsbo_cx1Q,29/7/2017 15:03:00,5247604645.0,1501311780.0,4,1.0,0.39999996518124814,0,0.15999998607249927
tb.1.932d6782.5dTrGBddrlE-Mqsbo_cx1Q,29/7/2017 00:16:00,5239082860.0,1501258560.0,2,1.0,0.19999995357499756,0,0.07999998142999903
tb.1.9ccc587.CYUGvFEFNu7GiIOs4HNE7A,31/8/2020 11:53:00,6916336163.0,1598845980.0,4,1.0,0.39999996518124814,0.25,0.30999998607249923
tb.1.15907f61.68o_74J8hzgKMzXRZOV7Ug,29/5/2019 14:00:00,6136534705.0,1559109600.0,1,1.0,0.09999994777187224,0.0,0.0399999791087489
tb.1.245726e8.pp7NiyAmmNydEEI172dNMQ,23/1/2019 07:53:00,5941176779.0,1548201180.0,1,1.0,0.09999994777187224,0.0,0.0399999791087489
tb.1.afd48e65.WNat216qI4_18sKV-sZ1IQ,15/5/2019 09:33:00,6131662752.0,1557883980.0,1,1.0,0.09999994777187224,0,0.0399999791087489
tb.1.332c8d9e.u3T2u_1CfdeOyMQ-FzlFxA,29/1/2018 15:49:00,5515469592.0,1517212140.0,1,1.0,0.09999994777187224,0,0.0399999791087489
tb.1.dd7be6fe._ngXEfpAmqmdjUYmqvjo6w,30/7/2020 11:49:00,2556963098.0,1596080940.0,1,1.0,0.09999994777187224,0.25,0.18999997910874888
tb.1.a1d3e178.dzvW8pVhRYOGbvaPX9s5Yw,23/8/2018 10:14:00,5229901962.0,1534990440.0,8,1.0,0.7999999883937494,0,0.3199999953574998
tb.1.a1d3e178.dzvW8pVhRYOGbvaPX9s5Yw,8/10/2017 18:07:00,5361824587.0,1507457220.0,2,0.2938869765709022,0.05877734069385328,0,0.023510936277541312
tb.1.1835ee90.C6yZYO5Uo6dBcbY2uAg6oA,22/7/2020 23:45:00,6799374018.0,1595432700.0,1,1.0,0.09999994777187224,0,0.0399999791087489
tb.1.8dcbb82e.ZuEC1ketIGobKq9cDX5QyA,10/10/2020 19:36:00,7009513796.0,1602329760.0,1,1.0,0.09999994777187224,0,0.0399999791087489
tb.1.8dcbb82e.ZuEC1ketIGobKq9cDX5QyA,28/6/2020 10:00:00,5950372437.0,1593309600.0,1,0.675174973084095,0.06751744319528141,0,0.027006977278112566
tb.1.8dcbb82e.ZuEC1ketIGobKq9cDX5QyA,31/5/2020 13:49:00,6054769053.0,1590904140.0,1,0.6015125180410583,0.060151197263505284,0,0.024060478905402114
tb.1.b510650f.wjeyVA_ObGbhmTajf_JOJg,14/5/2020 18:20:00,6597185687.0,1589451600.0,6,1.0,0.5999999767874988,0,0.23999999071499956
tb.1.da9035b0.6VDEb6aLm6vn4BxgmpP0eQ,28/8/2020 19:56:00,6116709751.0,1598615760.0,2,1.0,0.19999995357499756,0,0.07999998142999903
tb.1.43dd1919.elY5_Kq7peNA0twBYIPrYQ,17/10/2020 17:06:00,7024368099.0,1602925560.0,2,1.0,0.19999995357499756,0.0,0.07999998142999903
tb.1.40be78cd.i6BXJqoQ1pKKu5E_bN5F-w,10/8/2020 09:10:00,6017180529.0,1597021800.0,1,1.0,0.09999994777187224,0,0.0399999791087489
tb.1.d045dfef.llyN72XBgC-yDBaoMOSwiQ,11/1/2019 00:20:00,6003772513.0,1547137200.0,1,1.0,0.09999994777187224,0.25,0.18999997910874888
tb.1.596518d3.xYyzDc7koOxKbVYOUBVkXg,21/8/2020 13:28:00,6511506060.0,1597987680.0,1,1.0,0.09999994777187224,0.25,0.18999997910874888
tb.1.2811b283.docKYCVBTDjhVqYuS6LBtg,23/8/2019 10:25:00,6225703972.0,1566527100.0,2,1.0,0.19999995357499756,0.25,0.22999998142999903
tb.1.2811b283.docKYCVBTDjhVqYuS6LBtg,8/2/2019 09:01:00,5951804436.0,1549587660.0,2,0.47193715634084676,0.0943873787143372,0.25,0.18775495148573487
tb.1.ffdf32d.vmeiZjI1Dztut-LgVubkLQ,14/3/2020 14:53:00,6546985670.0,1584168780.0,8,1.0,0.7999999883937494,0,0.3199999953574998
tb.1.ffdf32d.vmeiZjI1Dztut-LgVubkLQ,13/3/2020 12:35:00,6546325126.0,1584074100.0,2,1.0,0.19999995357499756,0,0.07999998142999903
tb.1.e10a495f.9K4kHD0EGVI2XDu4JHbPoA,6/8/2020 22:57:00,6865209111.0,1596725820.0,1,1.0,0.09999994777187224,0.25,0.18999997910874888
tb.1.e10a495f.9K4kHD0EGVI2XDu4JHbPoA,6/8/2020 22:51:00,6865368892.0,1596725460.0,1,1.0,0.09999994777187224,0.25,0.18999997910874888
tb.1.ee15c12b.TE0SKZpV6r75o9Rs0s0hSQ,3/1/2020 13:16:00,5807603287.0,1578028560.0,1,1.0,0.09999994777187224,0.0,0.0399999791087489
tb.1.79bdb359.xly-nO2gK-ZAfSnnpzO08A,11/10/2020 14:12:00,6997889278.0,1602396720.0,1,1.0,0.09999994777187224,0.25,0.18999997910874888
tb.1.853ee2e7.dxaV6mE87e68icPhoSvrOQ,14/5/2018 12:32:00,5568963608.0,1526272320.0,3,1.0,0.29999995937812285,0.0,0.11999998375124915
tb.1.853ee2e7.dxaV6mE87e68icPhoSvrOQ,28/3/2018 01:45:00,5614704885.0,1522172700.0,1,0.8408964152537145,0.08408958837394566,0.0,0.033635835349578265
tb.1.8a1a6db8.8SuwVXpUX3rYR6DrykJiHA,12/4/2010 19:38:00,726624269.0,1271072280.0,3,1.0,0.29999995937812285,0.25,0.2699999837512491
tb.1.9eb2cf7e.nrEFCV2xMnp3KTbsKPsUbg,10/9/2018 22:26:00,5515469592.0,1536589560.0,3,1.0,0.29999995937812285,0,0.11999998375124915
tb.1.706450ad._S5Rx2snzT80ObQ5hIPLWQ,14/10/2020 21:06:00,6920002038.0,1602680760.0,10,1.0,1.0,0.25,0.55
tb.1.1564e0cf.eUwADDZFXQZhyETFzA9TIw,16/12/2019 07:54:00,6391484856.0,1576454040.0,2,1.0,0.19999995357499756,0.25,0.22999998142999903
tb.1.4efaee32.-d6klcfuFFeq09WNg1dqUg,23/8/2020 18:35:00,6899503776.0,1598178900.0,5,1.0,0.4999999709843735,0,0.1999999883937494
tb.1.4efaee32.-d6klcfuFFeq09WNg1dqUg,23/8/2020 00:35:00,6897350484.0,1598114100.0,1,1.0,0.09999994777187224,0,0.0399999791087489
tb.1.4efaee32.-d6klcfuFFeq09WNg1dqUg,23/8/2020 00:32:00,6897924343.0,1598113920.0,1,1.0,0.09999994777187224,0,0.0399999791087489
tb.1.b534e864.snS1QP8fx7_AY9A8e3q5oQ,5/10/2020 23:51:00,6580243705.0,1601913060.0,10,1.0,1.0,0.0,0.4
tb.1.ef8b76f3.e94HPoDc3gOByu-ofBte2g,13/7/2019 07:39:00,6191583509.0,1562974740.0,1,1.0,0.09999994777187224,0,0.0399999791087489
tb.1.adcb6150.pniQjJV8lrd_rQO51LLzCg,21/10/2019 22:20:00,6305886482.0,1571667600.0,1,1.0,0.09999994777187224,0.25,0.18999997910874888
tb.1.adcb6150.pniQjJV8lrd_rQO51LLzCg,20/10/2019 21:01:00,6304470694.0,1571576460.0,1,1.0,0.09999994777187224,0.25,0.18999997910874888
tb.1.efbf623e.BmuSo2ndM9ohR_D8CBO6xA,6/7/2020 06:41:00,5681764559.0,1593988860.0,1,1.0,0.09999994777187224,0,0.0399999791087489
tb.1.50c94552.VE5zDbNsTyGEjVoopPLfJw,22/12/2019 17:00:00,6295581696.0,1577005200.0,10,1.0,1.0,0,0.4
tb.1.83ad6cf.oTB0UQrQMfjb7xV8RlkyWg,9/10/2020 10:16:00,7005808471.0,1602209760.0,1,1.0,0.09999994777187224,0,0.0399999791087489
tb.1.9593d234.ko7La-dlYut2CyssbwOwIA,25/7/2018 14:49:00,5751738084.0,1532501340.0,10,1.0,1.0,0.25,0.55
tb.1.f6dfcf80.SEOblGQt7JnhoLtd08p6pQ,6/10/2020 18:05:00,7001046299.0,1601978700.0,3,1.0,0.29999995937812285,0.25,0.2699999837512491
tb.1.f6dfcf80.SEOblGQt7JnhoLtd08p6pQ,6/10/2020 17:42:00,7001012607.0,1601977320.0,1,1.0,0.09999994777187224,0.25,0.18999997910874888
tb.1.31a51eb4.8V8M1j9vIA_NKrRcFyo_dQ,30/8/2018 17:56:00,5515469592.0,1535622960.0,1,1.0,0.09999994777187224,0.25,0.18999997910874888
tb.1.5b77b030.s7u47dF3-ExfnJbK85kBgg,15/3/2016 22:17:00,4414608284.0,1458051420.0,1,1.0,0.09999994777187224,0.25,0.18999997910874888
tb.1.2b5badf4.w3ZbziFmn5dBttkGgv2mQA,12/2/2020 22:27:00,6488188419.0,1581517620.0,1,1.0,0.09999994777187224,0,0.0399999791087489
tb.1.c90c64bf.J_ybJp-Ab0epbdFvw3bsYg,17/1/2020 13:06:00,6448355130.0,1579237560.0,1,1.0,0.09999994777187224,1.0,0.6399999791087488
tb.1.396c55d6.e62w-mzp_W5wEqMDTtZPmA,9/9/2020 19:36:00,6926477318.0,1599651360.0,2,1.0,0.19999995357499756,0.25,0.22999998142999903
tb.1.f91cc198.cr7CA6idS9Mudz-rkdtQvg,29/8/2020 22:17:00,6914104041.0,1598710620.0,6,1.0,0.5999999767874988,0.25,0.3899999907149996
tb.1.221895b2.W9cVPeACyGaaegVeFmxYRQ,4/9/2020 16:07:00,6536068316.0,1599206820.0,8,1.0,0.7999999883937494,0,0.3199999953574998
tb.1.221895b2.W9cVPeACyGaaegVeFmxYRQ,2/12/2019 17:51:00,6367343893.0,1575280260.0,4,0.34547821999194406,0.13819123798493815,0,0.05527649519397526
tb.1.221895b2.W9cVPeACyGaaegVeFmxYRQ,23/9/2019 17:35:00,6269117552.0,1569231300.0,1,0.2648657735898239,0.026486520864778592,0,0.010594608345911437
tb.1.9c72fa14.QUytAoRsHCXYvNNGInoSQg,19/1/2020 09:30:00,6448470827.0,1579397400.0,1,1.0,0.09999994777187224,0,0.0399999791087489
tb.1.e66e98a4.3VY0n1FWk0kRM-3tsyGuhQ,18/6/2019 19:55:00,6122961590.0,1560858900.0,2,1.0,0.19999995357499756,0.25,0.22999998142999903
tb.1.e66e98a4.3VY0n1FWk0kRM-3tsyGuhQ,27/8/2017 12:08:00,5291653115.0,1503806880.0,1,0.07874506561842959,0.007874448987557375,0.25,0.15314977959502293
tb.1.6d9fccd1.6dTdopU-NjSvALnMdOuZRQ,2/8/2020 19:48:00,5109836756.0,1596368880.0,1,1.0,0.09999994777187224,0.0,0.0399999791087489
tb.1.9b24335a.ZcZ7mwZQ1tZinUMiITu_fQ,5/1/2020 14:53:00,6423243060.0,1578207180.0,1,1.0,0.09999994777187224,0.25,0.18999997910874888
tb.1.5c415646.X6qfwAyyZ3W2PXytJJCpKA,6/2/2017 09:58:00,4967505855.0,1486346280.0,2,1.0,0.19999995357499756,0.25,0.22999998142999903
tb.1.a8e6bce7.M0_fabtmo6Ak0S26_XeJzw,29/11/2019 22:35:00,6276688288.0,1575038100.0,4,1.0,0.39999996518124814,0.25,0.30999998607249923
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,4/9/2018 19:54:00,5867576612.0,1536062040.0,1,1.0,0.09999994777187224,0,0.0399999791087489
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,13/5/2018 15:49:00,5327130076.0,1526197740.0,10,0.6446851542197896,0.6446851336004239,0,0.25787405344016956
tb.1.81ecb5f7.14XrMi8HkWu9Lj-tnE7NBw,19/10/2020 10:37:00,7013739837.0,1603075020.0,1,1.0,0.09999994777187224,0.25,0.18999997910874888
tb.1.fbeeebf1.DxwY6Gg7PH3lfhA3cfiD1g,16/10/2020 12:23:00,7021403998.0,1602822180.0,1,1.0,0.09999994777187224,0,0.0399999791087489
tb.1.fbeeebf1.DxwY6Gg7PH3lfhA3cfiD1g,16/10/2020 12:17:00,7021726765.0,1602821820.0,1,1.0,0.09999994777187224,0,0.0399999791087489
tb.1.fbeeebf1.DxwY6Gg7PH3lfhA3cfiD1g,16/10/2020 12:16:00,7020418619.0,1602821760.0,1,1.0,0.09999994777187224,0,0.0399999791087489
tb.1.fbeeebf1.DxwY6Gg7PH3lfhA3cfiD1g,16/10/2020 12:15:00,7021381265.0,1602821700.0,1,1.0,0.09999994777187224,0,0.0399999791087489
tb.1.fbeeebf1.DxwY6Gg7PH3lfhA3cfiD1g,16/10/2020 12:11:00,7021965740.0,1602821460.0,1,1.0,0.09999994777187224,0,0.0399999791087489
tb.1.fbeeebf1.DxwY6Gg7PH3lfhA3cfiD1g,16/10/2020 12:10:00,7014169468.0,1602821400.0,2,1.0,0.19999995357499756,0,0.07999998142999903
tb.1.fbeeebf1.DxwY6Gg7PH3lfhA3cfiD1g,16/10/2020 12:09:00,7021363240.0,1602821340.0,1,1.0,0.09999994777187224,0,0.0399999791087489
tb.1.fbeeebf1.DxwY6Gg7PH3lfhA3cfiD1g,16/10/2020 12:07:00,6965595935.0,1602821220.0,1,1.0,0.09999994777187224,0,0.0399999791087489
tb.1.fbeeebf1.DxwY6Gg7PH3lfhA3cfiD1g,16/10/2020 12:07:00,7022144244.0,1602821220.0,1,1.0,0.09999994777187224,0,0.0399999791087489
tb.1.fbeeebf1.DxwY6Gg7PH3lfhA3cfiD1g,16/10/2020 11:28:00,7021652226.0,1602818880.0,1,1.0,0.09999994777187224,0,0.0399999791087489
tb.1.fbeeebf1.DxwY6Gg7PH3lfhA3cfiD1g,16/10/2020 11:25:00,7019426989.0,1602818700.0,2,1.0,0.19999995357499756,0,0.07999998142999903
tb.1.fbeeebf1.DxwY6Gg7PH3lfhA3cfiD1g,16/10/2020 11:03:00,5980529426.0,1602817380.0,2,1.0,0.19999995357499756,0,0.07999998142999903
tb.1.fbeeebf1.DxwY6Gg7PH3lfhA3cfiD1g,16/10/2020 11:02:00,7018963684.0,1602817320.0,1,1.0,0.09999994777187224,0,0.0399999791087489
tb.1.fbeeebf1.DxwY6Gg7PH3lfhA3cfiD1g,16/10/2020 11:01:00,7015147933.0,1602817260.0,1,1.0,0.09999994777187224,0,0.0399999791087489
tb.1.fbeeebf1.DxwY6Gg7PH3lfhA3cfiD1g,16/10/2020 11:00:00,7021369129.0,1602817200.0,1,1.0,0.09999994777187224,0,0.0399999791087489
tb.1.84c94396.qVcQKrOrKZpD3pl_5ap5OQ,27/3/2020 10:17:00,6463351696.0,1585275420.0,2,1.0,0.19999995357499756,0.25,0.22999998142999903
tb.1.84c94396.qVcQKrOrKZpD3pl_5ap5OQ,24/6/2019 19:57:00,6172244792.0,1561377420.0,2,0.34547821999194406,0.06909558997684255,0.25,0.17763823599073703
tb.1.84c94396.qVcQKrOrKZpD3pl_5ap5OQ,17/1/2018 16:27:00,5517055072.0,1516177620.0,2,0.04628429850895515,0.009256802207725132,1.0,0.6037027208830901
tb.1.84c94396.qVcQKrOrKZpD3pl_5ap5OQ,3/8/2017 14:45:00,5255368319.0,1501742700.0,1,0.024236636903652107,0.0024236057997603856,0.25,0.15096944231990414
tb.1.84c94396.qVcQKrOrKZpD3pl_5ap5OQ,12/3/2017 18:42:00,5011694722.0,1489315320.0,1,0.013920292470942803,0.001391971296622416,1.0,0.6005567885186489
tb.1.c4df456.JwqnH7lqF-sfmI2MQNVyQQ,27/6/2019 20:39:00,6174811439.0,1561639140.0,1,1.0,0.09999994777187224,0.25,0.18999997910874888
tb.1.d235b252.W-yAu6UcDDT9W5Ie3zJgOg,23/4/2020 16:58:00,6394263173.0,1587632280.0,1,1.0,0.09999994777187224,0.25,0.18999997910874888
tb.1.984608ca.ZpjKhDegoHk3ELUJ50P9OA,22/3/2020 00:38:00,6227236867.0,1584808680.0,1,1.0,0.09999994777187224,0,0.0399999791087489
tb.1.e06c1cf2.FCXcLGEaRbu2J-hQNe_Cuw,16/4/2020 00:35:00,6619884463.0,1586968500.0,1,1.0,0.09999994777187224,0,0.0399999791087489
tb.1.e06c1cf2.FCXcLGEaRbu2J-hQNe_Cuw,16/4/2020 00:33:00,5742902756.0,1586968380.0,1,1.0,0.09999994777187224,0,0.0399999791087489
tb.1.80409146.K6qKDGpb_eDtLRBQN2U4cw,15/6/2016 22:59:00,4454625480.0,1466002740.0,1,1.0,0.09999994777187224,0.25,0.18999997910874888
tb.1.a524f9e9.vwuMySwo53i8H87fyIaJxw,23/4/2019 20:00:00,6093364825.0,1556020800.0,1,1.0,0.09999994777187224,0,0.0399999791087489
tb.1.4449bb43.3AWvqyml-VbPKy7WTsrK0A,27/8/2020 12:08:00,6908726776.0,1598501280.0,1,1.0,0.09999994777187224,0,0.0399999791087489
tb.1.4449bb43.3AWvqyml-VbPKy7WTsrK0A,23/1/2019 07:51:00,6015450110.0,1548201060.0,1,0.10633339511885696,0.010633282097698645,0,0.004253312839079458
tb.1.6951e6da.Rh3eP7ZEyDiz4bsovOcBHQ,16/8/2019 04:56:00,6221116338.0,1565902560.0,1,1.0,0.09999994777187224,0,0.0399999791087489
tb.1.7e290a56.qWg0yvM6oIGN7ryV8VzYjA,28/4/2020 10:35:00,6171719157.0,1588041300.0,2,1.0,0.19999995357499756,0.25,0.22999998142999903
tb.1.6e6b1270.bwgl43mSgbrS-kmrLm1msQ,23/7/2019 12:08:00,6173358827.0,1563854880.0,2,1.0,0.19999995357499756,0,0.07999998142999903
tb.1.b1e58a26.M7A190uxa99j7eS02juVfg,14/8/2019 00:56:00,6221116338.0,1565715360.0,1,1.0,0.09999994777187224,0.25,0.18999997910874888
tb.1.c1ec3834.W9MjyvngQG6KMTdTuU8vUw,2/4/2020 14:51:00,6101645709.0,1585810260.0,10,1.0,1.0,0.25,0.55
tb.1.ef4a128b.q_8nuwexBSu3hnhPS4xgfw,6/11/2020 11:38:00,6439427493.0,1604633880.0,1,1.0,0.09999994777187224,0,0.0399999791087489
tb.1.ef4a128b.q_8nuwexBSu3hnhPS4xgfw,6/11/2020 11:31:00,7049415922.0,1604633460.0,2,1.0,0.19999995357499756,0,0.07999998142999903
tb.1.ef4a128b.q_8nuwexBSu3hnhPS4xgfw,5/11/2020 18:20:00,7053695024.0,1604571600.0,1,1.0,0.09999994777187224,0,0.0399999791087489
tb.1.ef4a128b.q_8nuwexBSu3hnhPS4xgfw,5/11/2020 18:19:00,7046182049.0,1604571540.0,1,1.0,0.09999994777187224,0,0.0399999791087489
